config_hash,top_k,question_id,question_type,source_doc,n_gold_chunks,gold_chunk_ids,retrieved_chunk_ids,hit,strict_hit,lenient_hit,notes
aadb0cb9,3,Q08,factoid,03_Google,7,03_Google_0007;03_Google_0008;03_Google_0009;03_Google_0013;03_Google_0014;03_Google_0015;03_Google_0016,03_Google_0003;03_Google_0015;03_Google_0014,True,,,
aadb0cb9,3,Q09,synthesis,03_Google,5,03_Google_0003;03_Google_0004;03_Google_0005;03_Google_0030;03_Google_0031,03_Google_0079;03_Google_0058;03_Google_0107,False,,,
aadb0cb9,3,Q10,numerical,04_EPRI,4,04_EPRI_0020;04_EPRI_0021;04_EPRI_0022;04_EPRI_0023,04_EPRI_0023;04_EPRI_0022;02_IEA_0076,True,,,
aadb0cb9,3,Q11,factoid,04_EPRI,3,04_EPRI_0020;04_EPRI_0021;04_EPRI_0022,02_IEA_0318;02_IEA_0075;05_Greenpeace_0007,False,,,
aadb0cb9,3,Q12,numerical,05_Greenpeace,6,05_Greenpeace_0002;05_Greenpeace_0003;05_Greenpeace_0004;05_Greenpeace_0005;05_Greenpeace_0021;05_Greenpeace_0022,05_Greenpeace_0003;05_Greenpeace_0010;05_Greenpeace_0005,True,,,
aadb0cb9,3,Q13,multi-doc,01_BLOOM+05_Greenpeace,24,01_BLOOM_0004;01_BLOOM_0005;01_BLOOM_0006;01_BLOOM_0007;01_BLOOM_0008;01_BLOOM_0009;01_BLOOM_0010;01_BLOOM_0011;01_BLOOM_0012;05_Greenpeace_0006;05_Greenpeace_0007;05_Greenpeace_0008;05_Greenpeace_0009;05_Greenpeace_0010;05_Greenpeace_0015;05_Greenpeace_0016;05_Greenpeace_0017;05_Greenpeace_0018;05_Greenpeace_0019;05_Greenpeace_0020;05_Greenpeace_0021;05_Greenpeace_0022;05_Greenpeace_0023;05_Greenpeace_0024,05_Greenpeace_0028;02_IEA_0371;03_Google_0089,False,False,False,Q13 multi-doc: hit=lenient_hit (§11 E.2). strict_hit requires chunks from both source docs.
aadb0cb9,5,Q01,factoid,01_BLOOM,3,01_BLOOM_0010;01_BLOOM_0011;01_BLOOM_0012,01_BLOOM_0011;01_BLOOM_0006;01_BLOOM_0017;01_BLOOM_0015;01_BLOOM_0014,True,,,
aadb0cb9,5,Q02,factoid,01_BLOOM,4,01_BLOOM_0014;01_BLOOM_0015;01_BLOOM_0016;01_BLOOM_0017,01_BLOOM_0016;01_BLOOM_0006;01_BLOOM_0018;01_BLOOM_0011;01_BLOOM_0014,True,,,
aadb0cb9,5,Q03,synthesis,01_BLOOM,5,01_BLOOM_0008;01_BLOOM_0009;01_BLOOM_0010;01_BLOOM_0011;01_BLOOM_0012,01_BLOOM_0008;01_BLOOM_0010;01_BLOOM_0011;01_BLOOM_0012;01_BLOOM_0004,True,,,
aadb0cb9,5,Q04,numerical,02_IEA,4,02_IEA_0013;02_IEA_0014;02_IEA_0015;02_IEA_0016,02_IEA_0077;02_IEA_0014;02_IEA_0086;02_IEA_0095;02_IEA_0049,True,,,
aadb0cb9,5,Q05,factoid,02_IEA,4,02_IEA_0025;02_IEA_0026;02_IEA_0027;02_IEA_0028,02_IEA_0027;02_IEA_0028;02_IEA_0029;02_IEA_0196;02_IEA_0347,True,,,
aadb0cb9,5,Q06,synthesis,02_IEA,6,02_IEA_0014;02_IEA_0015;02_IEA_0016;02_IEA_0017;02_IEA_0018;02_IEA_0019,02_IEA_0315;02_IEA_0134;02_IEA_0016;02_IEA_0136;02_IEA_0314,True,,,
aadb0cb9,5,Q07,factoid,03_Google,6,03_Google_0001;03_Google_0002;03_Google_0003;03_Google_0018;03_Google_0019;03_Google_0020,02_IEA_0486;03_Google_0058;03_Google_0082;03_Google_0195;03_Google_0005,False,,,
aadb0cb9,5,Q08,factoid,03_Google,7,03_Google_0007;03_Google_0008;03_Google_0009;03_Google_0013;03_Google_0014;03_Google_0015;03_Google_0016,03_Google_0003;03_Google_0015;03_Google_0014;03_Google_0021;04_EPRI_0027,True,,,
aadb0cb9,5,Q09,synthesis,03_Google,5,03_Google_0003;03_Google_0004;03_Google_0005;03_Google_0030;03_Google_0031,03_Google_0079;03_Google_0058;03_Google_0107;01_BLOOM_0024;03_Google_0110,False,,,
aadb0cb9,5,Q10,numerical,04_EPRI,4,04_EPRI_0020;04_EPRI_0021;04_EPRI_0022;04_EPRI_0023,04_EPRI_0023;04_EPRI_0022;02_IEA_0076;02_IEA_0031;04_EPRI_0000,True,,,
aadb0cb9,5,Q11,factoid,04_EPRI,3,04_EPRI_0020;04_EPRI_0021;04_EPRI_0022,02_IEA_0318;02_IEA_0075;05_Greenpeace_0007;04_EPRI_0038;02_IEA_0076,False,,,
aadb0cb9,5,Q12,numerical,05_Greenpeace,6,05_Greenpeace_0002;05_Greenpeace_0003;05_Greenpeace_0004;05_Greenpeace_0005;05_Greenpeace_0021;05_Greenpeace_0022,05_Greenpeace_0003;05_Greenpeace_0010;05_Greenpeace_0005;05_Greenpeace_0002;05_Greenpeace_0007,True,,,
aadb0cb9,5,Q13,multi-doc,01_BLOOM+05_Greenpeace,24,01_BLOOM_0004;01_BLOOM_0005;01_BLOOM_0006;01_BLOOM_0007;01_BLOOM_0008;01_BLOOM_0009;01_BLOOM_0010;01_BLOOM_0011;01_BLOOM_0012;05_Greenpeace_0006;05_Greenpeace_0007;05_Greenpeace_0008;05_Greenpeace_0009;05_Greenpeace_0010;05_Greenpeace_0015;05_Greenpeace_0016;05_Greenpeace_0017;05_Greenpeace_0018;05_Greenpeace_0019;05_Greenpeace_0020;05_Greenpeace_0021;05_Greenpeace_0022;05_Greenpeace_0023;05_Greenpeace_0024,05_Greenpeace_0028;02_IEA_0371;03_Google_0089;05_Greenpeace_0009;03_Google_0086,True,False,True,Q13 multi-doc: hit=lenient_hit (§11 E.2). strict_hit requires chunks from both source docs.
b1843394,3,Q01,factoid,01_BLOOM,2,01_BLOOM_0005;01_BLOOM_0006,01_BLOOM_0003;01_BLOOM_0007;01_BLOOM_0009,False,,,
b1843394,3,Q02,factoid,01_BLOOM,3,01_BLOOM_0006;01_BLOOM_0007;01_BLOOM_0008,01_BLOOM_0008;01_BLOOM_0003;01_BLOOM_0009,True,,,
b1843394,3,Q03,synthesis,01_BLOOM,3,01_BLOOM_0004;01_BLOOM_0005;01_BLOOM_0006,01_BLOOM_0006;01_BLOOM_0004;01_BLOOM_0005,True,,,
b1843394,3,Q04,numerical,02_IEA,2,02_IEA_0007;02_IEA_0008,02_IEA_0043;02_IEA_0008;02_IEA_0039,True,,,
b1843394,3,Q05,factoid,02_IEA,2,02_IEA_0013;02_IEA_0014,02_IEA_0014;02_IEA_0015;02_IEA_0017,True,,,
b1843394,3,Q06,synthesis,02_IEA,4,02_IEA_0007;02_IEA_0008;02_IEA_0009;02_IEA_0010,02_IEA_0155;02_IEA_0075;04_EPRI_0004,False,,,
b1843394,3,Q07,factoid,03_Google,4,03_Google_0000;03_Google_0001;03_Google_0009;03_Google_0010,03_Google_0042;03_Google_0098;03_Google_0001,True,,,
b1843394,3,Q08,factoid,03_Google,5,03_Google_0003;03_Google_0004;03_Google_0005;03_Google_0007;03_Google_0008,03_Google_0008;03_Google_0011;03_Google_0098,True,,,
b1843394,3,Q09,synthesis,03_Google,4,03_Google_0001;03_Google_0002;03_Google_0015;03_Google_0016,03_Google_0055;01_BLOOM_0012;03_Google_0002,True,,,
b1843394,3,Q10,numerical,04_EPRI,2,04_EPRI_0010;04_EPRI_0011,04_EPRI_0011;04_EPRI_0026;04_EPRI_0000,True,,,
b1843394,3,Q11,factoid,04_EPRI,2,04_EPRI_0010;04_EPRI_0011,02_IEA_0038;02_IEA_0156;04_EPRI_0019,False,,,
b1843394,3,Q12,numerical,05_Greenpeace,3,05_Greenpeace_0001;05_Greenpeace_0002;05_Greenpeace_0011,05_Greenpeace_0005;05_Greenpeace_0012;05_Greenpeace_0000,False,,,
b1843394,3,Q13,multi-doc,01_BLOOM+05_Greenpeace,14,01_BLOOM_0002;01_BLOOM_0003;01_BLOOM_0004;01_BLOOM_0005;01_BLOOM_0006;05_Greenpeace_0003;05_Greenpeace_0004;05_Greenpeace_0005;05_Greenpeace_0007;05_Greenpeace_0008;05_Greenpeace_0009;05_Greenpeace_0010;05_Greenpeace_0011;05_Greenpeace_0012,05_Greenpeace_0015;03_Google_0046;03_Google_0068,False,False,False,Q13 multi-doc: hit=lenient_hit (§11 E.2). strict_hit requires chunks from both source docs.
b2ee97fc,3,Q01,factoid,01_BLOOM,5,01_BLOOM_0021;01_BLOOM_0022;01_BLOOM_0023;01_BLOOM_0024;01_BLOOM_0025,01_BLOOM_0022;01_BLOOM_0029;01_BLOOM_0037,True,,,
b2ee97fc,3,Q02,factoid,01_BLOOM,8,01_BLOOM_0028;01_BLOOM_0029;01_BLOOM_0030;01_BLOOM_0031;01_BLOOM_0032;01_BLOOM_0033;01_BLOOM_0034;01_BLOOM_0035,01_BLOOM_0032;01_BLOOM_0021;01_BLOOM_0035,True,,,
b2ee97fc,3,Q03,synthesis,01_BLOOM,9,01_BLOOM_0017;01_BLOOM_0018;01_BLOOM_0019;01_BLOOM_0020;01_BLOOM_0021;01_BLOOM_0022;01_BLOOM_0023;01_BLOOM_0024;01_BLOOM_0025,01_BLOOM_0025;01_BLOOM_0024;01_BLOOM_0016,True,,,
b2ee97fc,3,Q04,numerical,02_IEA,7,02_IEA_0026;02_IEA_0027;02_IEA_0028;02_IEA_0029;02_IEA_0030;02_IEA_0031;02_IEA_0032,02_IEA_0029;02_IEA_0153;02_IEA_0148,True,,,
b2ee97fc,3,Q05,factoid,02_IEA,7,02_IEA_0051;02_IEA_0052;02_IEA_0053;02_IEA_0054;02_IEA_0055;02_IEA_0056;02_IEA_0057,02_IEA_0054;02_IEA_0055;02_IEA_0056,True,,,
b2ee97fc,3,Q06,synthesis,02_IEA,12,02_IEA_0028;02_IEA_0029;02_IEA_0030;02_IEA_0031;02_IEA_0032;02_IEA_0033;02_IEA_0034;02_IEA_0035;02_IEA_0036;02_IEA_0037;02_IEA_0038;02_IEA_0039,02_IEA_0624;02_IEA_0033;02_IEA_0268,True,,,
b2ee97fc,3,Q07,factoid,03_Google,11,03_Google_0002;03_Google_0003;03_Google_0004;03_Google_0005;03_Google_0006;03_Google_0007;03_Google_0037;03_Google_0038;03_Google_0039;03_Google_0040;03_Google_0041,03_Google_0114;03_Google_0164;02_IEA_0944,False,,,
b2ee97fc,3,Q08,factoid,03_Google,11,03_Google_0015;03_Google_0016;03_Google_0017;03_Google_0018;03_Google_0027;03_Google_0028;03_Google_0029;03_Google_0030;03_Google_0031;03_Google_0032;03_Google_0033,03_Google_0030;03_Google_0006;03_Google_0029,True,,,
b2ee97fc,3,Q09,synthesis,03_Google,10,03_Google_0006;03_Google_0007;03_Google_0008;03_Google_0009;03_Google_0010;03_Google_0011;03_Google_0061;03_Google_0062;03_Google_0063;03_Google_0064,03_Google_0157;03_Google_0114;03_Google_0156,False,,,
b2ee97fc,3,Q10,numerical,04_EPRI,7,04_EPRI_0040;04_EPRI_0041;04_EPRI_0042;04_EPRI_0043;04_EPRI_0044;04_EPRI_0045;04_EPRI_0046,04_EPRI_0045;04_EPRI_0046;04_EPRI_0001,True,,,
b2ee97fc,3,Q11,factoid,04_EPRI,6,04_EPRI_0040;04_EPRI_0041;04_EPRI_0042;04_EPRI_0043;04_EPRI_0044;04_EPRI_0045,02_IEA_0151;05_Greenpeace_0015;02_IEA_0631,False,,,
b2ee97fc,3,Q12,numerical,05_Greenpeace,7,05_Greenpeace_0006;05_Greenpeace_0007;05_Greenpeace_0008;05_Greenpeace_0009;05_Greenpeace_0043;05_Greenpeace_0044;05_Greenpeace_0045,05_Greenpeace_0006;05_Greenpeace_0047;05_Greenpeace_0050,True,,,
b2ee97fc,3,Q13,multi-doc,01_BLOOM+05_Greenpeace,43,01_BLOOM_0010;01_BLOOM_0011;01_BLOOM_0012;01_BLOOM_0013;01_BLOOM_0014;01_BLOOM_0015;01_BLOOM_0016;01_BLOOM_0017;01_BLOOM_0018;01_BLOOM_0019;01_BLOOM_0020;01_BLOOM_0021;01_BLOOM_0022;01_BLOOM_0023;01_BLOOM_0024;01_BLOOM_0025;05_Greenpeace_0013;05_Greenpeace_0014;05_Greenpeace_0015;05_Greenpeace_0016;05_Greenpeace_0017;05_Greenpeace_0018;05_Greenpeace_0019;05_Greenpeace_0020;05_Greenpeace_0032;05_Greenpeace_0033;05_Greenpeace_0034;05_Greenpeace_0035;05_Greenpeace_0036;05_Greenpeace_0037;05_Greenpeace_0038;05_Greenpeace_0039;05_Greenpeace_0040;05_Greenpeace_0041;05_Greenpeace_0042;05_Greenpeace_0043;05_Greenpeace_0044;05_Greenpeace_0045;05_Greenpeace_0046;05_Greenpeace_0047;05_Greenpeace_0048;05_Greenpeace_0049;05_Greenpeace_0050,05_Greenpeace_0057;02_IEA_0741;03_Google_0376,False,False,False,Q13 multi-doc: hit=lenient_hit (§11 E.2). strict_hit requires chunks from both source docs.
bc360218,3,Q01,factoid,01_BLOOM,4,01_BLOOM_0018;01_BLOOM_0019;01_BLOOM_0020;01_BLOOM_0021,01_BLOOM_0031;01_BLOOM_0018;01_BLOOM_0032,True,,,
bc360218,3,Q02,factoid,01_BLOOM,7,01_BLOOM_0023;01_BLOOM_0024;01_BLOOM_0025;01_BLOOM_0026;01_BLOOM_0027;01_BLOOM_0028;01_BLOOM_0029,01_BLOOM_0026;01_BLOOM_0030;01_BLOOM_0018,True,,,
bc360218,3,Q03,synthesis,01_BLOOM,8,01_BLOOM_0014;01_BLOOM_0015;01_BLOOM_0016;01_BLOOM_0017;01_BLOOM_0018;01_BLOOM_0019;01_BLOOM_0020;01_BLOOM_0021,01_BLOOM_0017;01_BLOOM_0021;01_BLOOM_0013,True,,,
bc360218,3,Q04,numerical,02_IEA,6,02_IEA_0023;02_IEA_0024;02_IEA_0025;02_IEA_0026;02_IEA_0027;02_IEA_0028,02_IEA_0025;02_IEA_0129;02_IEA_0128,True,,,
bc360218,3,Q05,factoid,02_IEA,6,02_IEA_0043;02_IEA_0044;02_IEA_0045;02_IEA_0046;02_IEA_0047;02_IEA_0048,02_IEA_0046;02_IEA_0048;02_IEA_0047,True,,,
bc360218,3,Q06,synthesis,02_IEA,9,02_IEA_0025;02_IEA_0026;02_IEA_0027;02_IEA_0028;02_IEA_0029;02_IEA_0030;02_IEA_0031;02_IEA_0032;02_IEA_0033,02_IEA_0527;02_IEA_0222;02_IEA_0508,False,,,
bc360218,3,Q07,factoid,03_Google,10,03_Google_0002;03_Google_0003;03_Google_0004;03_Google_0005;03_Google_0006;03_Google_0031;03_Google_0032;03_Google_0033;03_Google_0034;03_Google_0035,03_Google_0315;03_Google_0139;03_Google_0343,False,,,
bc360218,3,Q08,factoid,03_Google,10,03_Google_0013;03_Google_0014;03_Google_0015;03_Google_0016;03_Google_0023;03_Google_0024;03_Google_0025;03_Google_0026;03_Google_0027;03_Google_0028,03_Google_0026;03_Google_0025;03_Google_0005,True,,,
bc360218,3,Q09,synthesis,03_Google,7,03_Google_0006;03_Google_0007;03_Google_0008;03_Google_0009;03_Google_0052;03_Google_0053;03_Google_0054,03_Google_0133;03_Google_0134;03_Google_0350,False,,,
bc360218,3,Q10,numerical,04_EPRI,5,04_EPRI_0034;04_EPRI_0035;04_EPRI_0036;04_EPRI_0037;04_EPRI_0038,04_EPRI_0037;04_EPRI_0038;04_EPRI_0036,True,,,
bc360218,3,Q11,factoid,04_EPRI,4,04_EPRI_0034;04_EPRI_0035;04_EPRI_0036;04_EPRI_0037,02_IEA_0125;02_IEA_0534;02_IEA_0126,False,,,
bc360218,3,Q12,numerical,05_Greenpeace,6,05_Greenpeace_0005;05_Greenpeace_0006;05_Greenpeace_0007;05_Greenpeace_0008;05_Greenpeace_0037;05_Greenpeace_0038,05_Greenpeace_0005;05_Greenpeace_0017;05_Greenpeace_0042,True,,,
bc360218,3,Q13,multi-doc,01_BLOOM+05_Greenpeace,36,01_BLOOM_0008;01_BLOOM_0009;01_BLOOM_0010;01_BLOOM_0011;01_BLOOM_0012;01_BLOOM_0013;01_BLOOM_0014;01_BLOOM_0015;01_BLOOM_0016;01_BLOOM_0017;01_BLOOM_0018;01_BLOOM_0019;01_BLOOM_0020;01_BLOOM_0021;05_Greenpeace_0011;05_Greenpeace_0012;05_Greenpeace_0013;05_Greenpeace_0014;05_Greenpeace_0015;05_Greenpeace_0016;05_Greenpeace_0027;05_Greenpeace_0028;05_Greenpeace_0029;05_Greenpeace_0030;05_Greenpeace_0031;05_Greenpeace_0032;05_Greenpeace_0033;05_Greenpeace_0034;05_Greenpeace_0035;05_Greenpeace_0036;05_Greenpeace_0037;05_Greenpeace_0038;05_Greenpeace_0039;05_Greenpeace_0040;05_Greenpeace_0041;05_Greenpeace_0042,01_BLOOM_0034;05_Greenpeace_0048;05_Greenpeace_0049,False,False,False,Q13 multi-doc: hit=lenient_hit (§11 E.2). strict_hit requires chunks from both source docs.
d7129fb0,3,Q01,factoid,01_BLOOM,3,01_BLOOM_0010;01_BLOOM_0011;01_BLOOM_0012,01_BLOOM_0011;01_BLOOM_0015;01_BLOOM_0016,True,,,
d7129fb0,3,Q02,factoid,01_BLOOM,4,01_BLOOM_0014;01_BLOOM_0015;01_BLOOM_0016;01_BLOOM_0017,01_BLOOM_0016;01_BLOOM_0017;01_BLOOM_0006,True,,,
d7129fb0,3,Q03,synthesis,01_BLOOM,5,01_BLOOM_0008;01_BLOOM_0009;01_BLOOM_0010;01_BLOOM_0011;01_BLOOM_0012,01_BLOOM_0010;01_BLOOM_0007;01_BLOOM_0011,True,,,
d7129fb0,3,Q04,numerical,02_IEA,4,02_IEA_0013;02_IEA_0014;02_IEA_0015;02_IEA_0016,02_IEA_0074;02_IEA_0085;02_IEA_0081,False,,,
d7129fb0,3,Q05,factoid,02_IEA,4,02_IEA_0025;02_IEA_0026;02_IEA_0027;02_IEA_0028,02_IEA_0027;02_IEA_0028;02_IEA_0033,True,,,
d7129fb0,3,Q06,synthesis,02_IEA,6,02_IEA_0014;02_IEA_0015;02_IEA_0016;02_IEA_0017;02_IEA_0018;02_IEA_0019,02_IEA_0134;02_IEA_0315;02_IEA_0308,False,,,
d7129fb0,3,Q07,factoid,03_Google,6,03_Google_0001;03_Google_0002;03_Google_0003;03_Google_0018;03_Google_0019;03_Google_0020,03_Google_0206;03_Google_0141;03_Google_0082,False,,,
d7129fb0,3,Q08,factoid,03_Google,7,03_Google_0007;03_Google_0008;03_Google_0009;03_Google_0013;03_Google_0014;03_Google_0015;03_Google_0016,03_Google_0189;03_Google_0015;03_Google_0195,True,,,
d7129fb0,3,Q09,synthesis,03_Google,5,03_Google_0003;03_Google_0004;03_Google_0005;03_Google_0030;03_Google_0031,03_Google_0079;03_Google_0100;03_Google_0109,False,,,
d7129fb0,3,Q10,numerical,04_EPRI,4,04_EPRI_0020;04_EPRI_0021;04_EPRI_0022;04_EPRI_0023,04_EPRI_0022;04_EPRI_0023;02_IEA_0056,True,,,
d7129fb0,3,Q11,factoid,04_EPRI,3,04_EPRI_0020;04_EPRI_0021;04_EPRI_0022,02_IEA_0075;02_IEA_0318;02_IEA_0074,False,,,
d7129fb0,3,Q12,numerical,05_Greenpeace,6,05_Greenpeace_0002;05_Greenpeace_0003;05_Greenpeace_0004;05_Greenpeace_0005;05_Greenpeace_0021;05_Greenpeace_0022,05_Greenpeace_0028;05_Greenpeace_0002;05_Greenpeace_0010,True,,,
d7129fb0,3,Q13,multi-doc,01_BLOOM+05_Greenpeace,24,01_BLOOM_0004;01_BLOOM_0005;01_BLOOM_0006;01_BLOOM_0007;01_BLOOM_0008;01_BLOOM_0009;01_BLOOM_0010;01_BLOOM_0011;01_BLOOM_0012;05_Greenpeace_0006;05_Greenpeace_0007;05_Greenpeace_0008;05_Greenpeace_0009;05_Greenpeace_0010;05_Greenpeace_0015;05_Greenpeace_0016;05_Greenpeace_0017;05_Greenpeace_0018;05_Greenpeace_0019;05_Greenpeace_0020;05_Greenpeace_0021;05_Greenpeace_0022;05_Greenpeace_0023;05_Greenpeace_0024,05_Greenpeace_0016;05_Greenpeace_0028;02_IEA_0371,True,False,True,Q13 multi-doc: hit=lenient_hit (§11 E.2). strict_hit requires chunks from both source docs.
